Food_group_code,Food_group,Code,Food_name,Edible_conversion_factor,Energy_in_kJ,Energy_in_kcal,Water_in_g,Protein_in_g,Fat_in_g,Carbohydrate_available_in_g,Fibre_in_g,Ash_in_g,Ca_in_mg,Fe_in_mg,Mg_in_mg,P_in_mg,K_in_mg,Na_in_mg,Zn_in_mg,Se_in_mg,Vit_A_RAE_in_mcg,Vit_A_RE_in_mcg,Retinol_in_mcg,Beta_carotene_equivalent_in_mcg,Thiamin_in_mcg,Riboflavin_in_mcg,Niacin_in_mcg,Dietary_Folate_Eq_in_mcg,Food_folate_in_mcg,Vit_B12_in_mcg,Vit_C_in_mcg,Cholesterol_in_mg,Dish_group_code,Dish_group_name,Dish_group_description,Dish_group_image,Food_description,Food_image,Food_ingredients,Food_preparation_cooking_serves_makes,Time
3,LEGUMES AND PULSES,3006,"Bean, red, fresh, raw",0.38,553,131,61.6,12.8,0.4,14.6,9.1,1.5,12,2.4,18,100,490,3,1,0.002,2,3,0,20,180,110,2000,130,130,0,27000,0,,,,,,,,,
3,LEGUMES AND PULSES,3007,"Beans, shellie, canned, solid & liquids",1,112,27,90.7,1.8,0.2,2.8,3.4,1.2,29,1,15,30,109,334,0.27,0.002,11,23,0,137,30,50,210,18,18,0,3100,0,,,,,,,,,
3,LEGUMES AND PULSES,3008,"Bonavist, dry, raw",1,1350,319,10.3,23.1,1.4,45.3,16.4,3.4,59,7.13,145,334,1000,18,2.49,0.008,0,1,0,5,590,170,2860,23,23,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3009,"Bonavist, fresh, raw",1,521,124,63.3,5.8,0.6,18.8,10,1.5,31,2.5,380,118,762,6,1.12,0.005,43,86,0,519,540,140,520,188,188,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3010,"Chick peas, whole, dry, raw",1,1350,323,9.9,22.3,5.1,34.3,25.2,3.1,235,6.8,160,284,1030,25,3.37,0.041,15,29,0,175,480,160,2100,400,400,0,8000,0,,,,,,,,,
3,LEGUMES AND PULSES,3011,"Cowpeas, dry, raw",1,1320,313,12.4,25.3,1.1,43.3,14.3,3.6,112,5.97,322,276,1380,22,3.37,0,2,3,0,19,900,150,2400,439,439,0,1500,0,,,,,,,,,
3,LEGUMES AND PULSES,3012,"Cowpeas, fresh, raw",1,526,125,63.8,4.6,0.6,21.5,8,1.7,200,1.7,81,84,685,6,1.61,0.004,65,130,0,0,140,100,2300,267,267,0,4000,0,,,,,,,,,
3,LEGUMES AND PULSES,3013,"Flour, soya, full fat",1,1830,437,7,37,20.2,22,9.41,4.37,200,6.25,421,484,2470,12.7,3.84,0.007,6,12,0,71,800,300,4200,338,338,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3014,"Flour, soya, low fat",1,1510,361,7,45,8.68,17.8,15.6,5.9,240,9.1,278,658,2040,9,4,0.057,2,4,0,23,800,400,2900,282,282,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3015,"Garden peas, fresh, raw",0.41,392,93,72.5,7.9,0.7,9.8,8,1,28.2,2.63,30.15,108,249,3.66,4.65,0.002,30,60,0,363,290,130,2300,216,216,0,38400,0,,,,,,,,,
3,LEGUMES AND PULSES,3016,"Garden peas, dry, raw",1,1370,324,10.3,20.4,1.9,47.8,17,2.5,58,4.8,117,321,933,17,3.21,0.05,5,11,0,64,880,170,2600,110,110,0,5000,0,,,,,,,,,
3,LEGUMES AND PULSES,3017,"Gram, black, dry, raw",1,1330,316,11.4,24.6,1.7,42.5,16.3,3.51,84,6,113,335,718,14,2.33,0.043,12,23,0,140,310,110,1800,346,346,0,3000,0,,,,,,,,,
3,LEGUMES AND PULSES,3018,"Gram, Flour",1,1490,353,9.6,22.7,5.4,48.5,10.1,3.75,58,5.2,62,170,297,2,1.5,0.004,3,5,0,32,450,170,1900,193,193,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3019,"Gram, green, dry, raw",1,1310,311,11.6,27.2,1.7,38.4,16.7,4.4,151,7.6,208,280,989,26,2.62,0.023,9,18,0,111,520,200,2200,607,607,0,3000,0,,,,,,,,,
3,LEGUMES AND PULSES,3020,"Lentils, whole, dry, raw",1,1340,318,9.95,28.4,0.6,41.3,16.8,3,83,7.4,101,308,629,11,4,0.033,1,2,0,10,400,190,2540,132,132,0,6800,0,,,,,,,,,
3,LEGUMES AND PULSES,3021,"Pigeon peas, dry, raw",1,1272,303,12.1,20.9,2.1,38.9,22.1,3.8,172,5.4,128,272,1200,21,2.9,0.015,19,38,0,230,720,140,2340,340,340,0,1500,0,,,,,,,,,
3,LEGUMES AND PULSES,3022,"Soybean, dry, raw",1,1605,386,12.7,34,19.1,9.7,19.3,5.2,228,7.3,203,384,1730,7,3.83,0.022,0,1,0,5,730,150,2590,359,359,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3023,"Beans, broad, dry, unsoaked, boiled, drained (without salt)",1,458,109,68.2,9.2,0.5,12.7,8.2,1.2,31,1.6,42,138,319,9,1.14,0.003,1,2,0,10,130,90,600,45,45,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3024,"Beans, broad, dry, unsoaked, boiled (without salt, water not discarded)",1,279,66,80.6,5.6,0.3,7.7,5,0.8,23,1.1,30,94,259,8,0.77,0.002,1,1,0,6,100,70,400,33,33,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3025,"Beans, broad, dry, water-soaked, boiled in different water, drained (without salt)",1,458,109,68.2,9.2,0.5,12.7,8.2,1.2,31,1.6,42,138,319,9,1.14,0.003,1,2,0,10,130,90,600,45,45,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3026,"Beans, broad, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,279,66,80.6,5.6,0.3,7.7,5,0.8,23,1.1,30,94,259,8,0.77,0.002,1,1,0,6,100,70,400,33,33,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3027,"Beans, broad, fresh, boiled, drained (without salt)",1,363,87,73.9,7.5,0.5,9.2,7.5,1.3,26,1.3,18,405,145,2,0.83,0.008,15,31,0,184,80,90,1400,149,149,0,28000,0,,,,,,,,,
3,LEGUMES AND PULSES,3028,"Beans, cluster, fresh, boiled, drained (without salt)",1,244,58,82,6.5,0.4,4.6,5.1,1.4,121,4.4,46,47,158,3,0.48,0.002,19,38,0,228,60,20,500,22,22,0,34000,0,,,,,,,,,
3,LEGUMES AND PULSES,3029,"Beans, kidney, dry, unsoaked, boiled, drained (without salt)",1,491,117,66.3,7.9,0.8,15.5,8.1,1.4,36,2.1,34,207,251,8,0.96,0.002,0,0,0,2,90,50,600,52,52,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3030,"Beans, kidney, dry, unsoaked, boiled (without salt, water not discarded)",1,296,70,79.7,4.7,0.5,9.4,4.9,0.9,27,1.5,25,139,202,7,0.64,0.001,0,0,0,1,60,40,400,38,38,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3031,"Beans, kidney, dry, water-soaked, boiled in different water, drained (without salt)",1,491,117,66.3,7.9,0.8,15.5,8.1,1.4,36,2.1,34,207,251,8,0.96,0.002,0,0,0,2,90,50,600,52,52,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3032,"Beans, kidney, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,296,70,79.7,4.7,0.5,9.4,4.9,0.9,27,1.5,25,139,202,7,0.64,0.001,0,0,0,1,60,40,400,38,38,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3033,"Beans, lima, dry, unsoaked, boiled, drained (without salt)",1,504,120,65.4,8.9,0.7,15.9,7.3,1.8,23,3.4,54,139,434,4,0.95,0.002,0,0,0,0,140,50,400,76,76,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3034,"Beans, lima, dry, unsoaked, boiled (without salt, water not discarded)",1,291,69,80,5.2,0.4,9.2,4.2,1.1,17,2.3,37,89,334,4,0.61,0.001,0,0,0,0,100,40,300,53,53,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3035,"Beans, lima, dry, water-soaked, boiled in different water, drained (without salt)",1,504,120,65.4,8.9,0.7,15.9,7.3,1.8,23,3.4,54,139,434,4,0.95,0.002,0,0,0,0,140,50,400,76,76,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3036,"Beans, lima, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,291,69,80,5.2,0.4,9.2,4.2,1.1,17,2.3,37,89,334,4,0.61,0.001,0,0,0,0,100,40,300,53,53,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3037,"Bonavist, dry, unsoaked, boiled, drained (without salt)",1,516,122,65.6,8.9,0.5,17.4,6.3,1.3,21,2.3,48,115,289,7,0.86,0.003,0,0,0,2,150,50,700,4,4,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3038,"Bonavist, dry, unsoaked, boiled (without salt, water not discarded)",1,430,102,71.3,7.4,0.4,14.5,5.2,1.1,21,2.3,47,107,321,9,0.8,0.003,0,0,0,2,150,50,700,4,4,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3039,"Bonavist, dry, water-soaked, boiled in different water, drained (without salt)",1,516,122,65.6,8.9,0.5,17.4,6.3,1.3,21,2.3,48,115,289,7,0.86,0.003,0,0,0,2,150,50,700,4,4,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3040,"Bonavist, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,326,77,78.3,5.6,0.3,11,4,0.9,16,1.7,36,81,244,7,0.6,0.002,0,0,0,1,110,40,600,3,3,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3041,"Chick peas, whole, dry, unsoaked, boiled, drained (without salt)",1,601,143,59.9,9.9,2.3,15.3,11.2,1.4,90,2.6,61,114,342,10,1.35,0.018,6,13,0,78,140,50,600,89,89,0,2000,0,,,,,,,,,
3,LEGUMES AND PULSES,3042,"Chick peas, whole, unsoaked, boiled (without salt, water not discarded)",1,430,102,71.4,7.1,1.6,10.9,8,1,76,2.2,51,90,326,10,1.07,0.013,5,9,0,55,120,50,500,76,76,0,2000,0,,,,,,,,,
3,LEGUMES AND PULSES,3043,"Chick peas, whole, dry, water-soaked, boiled in different water, drained (without salt)",1,601,143,59.9,9.9,2.3,15.3,11.2,1.4,90,2.6,61,114,342,10,1.35,0.018,6,13,0,78,140,50,600,89,89,0,2000,0,,,,,,,,,
3,LEGUMES AND PULSES,3044,"Chick peas, whole, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,430,102,71.4,7.1,1.6,10.9,8,1,76,2.2,51,90,326,10,1.07,0.013,5,9,0,55,120,50,500,76,76,0,2000,0,,,,,,,,,
3,LEGUMES AND PULSES,3045,"Cowpeas, dry, unsoaked, boiled, drained (without salt)",1,495,117,67.1,9.5,0.4,16.2,5.4,1.4,37,1.9,103,93,389,8,1.14,0,1,1,0,7,220,40,600,82,82,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3046,"Cowpeas, unsoaked, boiled (without salt, water not discarded)",1,299,71,80.1,5.7,0.3,9.8,3.2,0.8,27,1.4,74,62,313,7,0.76,0,0,1,0,4,160,30,400,60,60,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3047,"Cowpeas, dry, water-soaked, boiled in different water, drained (without salt)",1,495,117,67.1,9.5,0.4,16.2,5.4,1.4,37,1.9,103,93,389,8,1.14,0,1,1,0,7,220,40,600,82,82,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3048,"Cowpeas, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,299,71,80.1,5.7,0.3,9.8,3.2,0.8,27,1.4,74,62,313,7,0.76,0,0,1,0,4,160,30,400,60,60,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3049,"Cowpeas, fresh, boiled, drained (without salt)",1,554,132,61.8,4.8,0.6,22.6,8.4,1.8,200,1.4,51,80,361,5,1.27,0.003,62,31,0,0,100,70,1600,141,141,0,3000,0,,,,,,,,,
3,LEGUMES AND PULSES,3050,"Garden peas, fresh, boiled, drained (without salt)",0,413,98,71.1,8.3,0.7,10.4,8.5,1.1,28,2.1,19,102,131,3,3.67,0.002,29,57,0,343,200,90,1600,113,113,0,26300,0,,,,,,,,,
3,LEGUMES AND PULSES,3051,"Garden peas, dry, unsoaked, boiled, drained (without salt)",1,506,120,66.8,7.6,0.7,17.7,6.3,1,20,1.5,38,107,259,7,1.07,0.019,2,4,0,24,210,50,600,20,20,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3052,"Garden peas, unsoaked, boiled (without salt, water not discarded)",1,321,76,78.9,4.8,0.4,11.2,4,0.6,16,1.1,28,76,220,6,0.75,0.012,1,3,0,15,170,40,500,16,16,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3053,"Garden peas, dry, water-soaked, boiled in different water, drained (without salt)",1,506,120,66.8,7.6,0.7,17.7,6.3,1,20,1.5,38,107,259,7,1.07,0.019,2,4,0,24,210,50,600,20,20,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3054,"Garden peas, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,321,76,78.9,4.8,0.4,11.2,4,0.6,16,1.1,28,76,220,6,0.75,0.012,1,3,0,15,170,40,500,16,16,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3055,"Gram, black, dry, unsoaked, boiled, drained (without salt)",1,433,103,71.2,8,0.6,13.8,5.3,1.2,25,1.6,32,98,175,5,0.68,0.014,4,8,0,46,70,30,400,56,56,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3056,"Gram, black, dry, unsoaked, boiled (without salt, water not discarded)",1,290,69,80.7,5.3,0.4,9.2,3.5,0.8,20,1.3,25,73,157,5,0.51,0.009,3,5,0,31,50,20,300,45,45,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3057,"Gram, black, dry, water-soaked, boiled in different water, drained (without salt)",1,433,103,71.2,8,0.6,13.8,5.3,1.2,25,1.6,32,98,175,5,0.68,0.014,4,8,0,46,70,30,400,56,56,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3058,"Gram, black, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,290,69,80.7,5.3,0.4,9.2,3.5,0.8,20,1.3,25,73,157,5,0.51,0.009,3,5,0,31,50,20,300,45,45,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3059,"Gram, green, dry, unsoaked, boiled, drained (without salt)",1,487,116,67.1,10.1,0.6,14.3,6.2,1.7,49,2.4,66,94,276,9,0.88,0.009,3,7,0,41,130,60,500,113,113,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3060,"Gram, green, dry, unsoaked, boiled (without salt, water not discarded)",1,309,73,79.2,6.4,0.4,9,3.9,1.1,38,1.8,50,66,233,8,0.62,0.006,2,4,0,26,100,50,400,86,86,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3061,"Gram, green, dry, water-soaked, boiled in different water, drained (without salt)",1,487,116,67.1,10.1,0.6,14.3,6.2,1.7,49,2.4,66,94,276,9,0.88,0.009,3,7,0,41,130,60,500,113,113,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3062,"Gram, green, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,309,73,79.2,6.4,0.4,9,3.9,1.1,38,1.8,50,66,233,8,0.62,0.006,2,4,0,26,100,50,400,86,86,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3063,"Lentils, whole, dry, unsoaked, boiled, drained (without salt)",1,506,120,66,10.7,0.2,15.6,6.3,1.1,28,2.4,33,104,178,5,1.22,0.013,0,1,0,4,100,50,600,25,25,0,2000,0,,,,,,,,,
3,LEGUMES AND PULSES,3064,"Lentils, whole, unsoaked, boiled (without salt, water not discarded)",1,316,75,78.8,6.7,0.2,9.7,4,0.7,21,1.7,24,72,148,5,0.85,0.008,0,0,0,2,80,40,500,19,19,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3065,"Lentils, whole, dry, water-soaked, boiled in different water, drained (without salt)",1,506,120,66,10.7,0.2,15.6,6.3,1.1,21,1.7,24,72,148,5,0.85,0.008,0,1,0,4,100,50,600,25,25,0,2000,0,,,,,,,,,
3,LEGUMES AND PULSES,3066,"Lentils, whole, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,316,75,78.8,6.7,0.2,9.7,4,0.7,21,1.7,24,72,148,5,0.85,0.008,0,0,0,2,80,40,500,19,19,0,1000,0,,,,,,,,,
3,LEGUMES AND PULSES,3067,"Pigeon peas, dry, unsoaked, boiled, drained (without salt)",1,553,132,61.8,9.1,0.9,16.9,9.6,1.7,65,2,48,106,391,8,1.13,0.007,8,17,0,100,200,50,700,74,74,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3068,"Pigeon peas, dry, unsoaked, boiled (without salt, water not discarded)",1,398,95,72.5,6.5,0.7,12.1,6.9,1.2,56,1.7,41,85,375,8,0.91,0.005,6,12,0,72,180,40,600,64,64,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3069,"Pigeon peas, dry, water-soaked, boiled in different water, drained (without salt)",1,553,132,61.8,9.1,0.9,16.9,9.6,1.7,65,2,48,106,391,8,1.13,0.007,8,17,0,100,200,50,700,74,74,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3070,"Pigeon peas, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,398,95,72.5,6.5,0.7,12.1,6.9,1.2,56,1.7,41,85,375,8,0.91,0.005,6,12,0,72,180,40,600,64,64,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3071,"Soybean, dry, unsoaked, boiled, drained (without salt)",1,661,159,64,14,7.9,4,7.9,2.2,81,2.5,72,142,533,4,1.42,0.009,0,0,0,2,190,50,700,74,74,0,0,0,,,,,,,,,
3,LEGUMES AND PULSES,3072,"Soybean, dry, water-soaked, boiled in different water, drained (without salt)",1,661,159,64,14,7.9,4,7.9,2.2,81,2.5,72,142,533,4,1.42,0.009,0,0,0,2,190,50,700,74,74,0,0,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4001,"Amaranth, leaves, picked, raw",0.59,150,36,84.6,3.7,0.2,1.3,7.2,3.1,280,6.8,122,89,597,18,0.92,0.022,326,652,0,3913,30,220,690,64,64,0,77000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4002,"Bitter gourd, whole, different varieties, raw",0.97,135,32,89.6,1.5,0.2,4.2,3.7,0.8,22,1.4,20,51,210,16,0.37,0.005,11,21,0,126,70,40,300,45,45,0,60000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4003,"Black (African) nightshade, indigenous, leaves, picked, raw",0.52,127,31,88.6,3.8,0.1,1.3,4.3,1.8,100,8.6,41,68,421,10,0.65,0.001,2,4,0,24,60,320,1100,404,404,0,36000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4004,"Broccoli, tops and stems, raw",0.6,143,34,89,3.3,0.3,2.7,3.7,1,66,0.8,21,75,336,22,1,0.001,25,51,0,303,100,220,500,48,48,0,103000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4005,"Cabbage, leaf head, Chinese, raw",0.92,40,10,97,0.9,0.3,0.4,1.1,0.4,36,1.4,10,40,250,16,0,0.001,16,32,0,190,30,40,400,170,170,0,20000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4006,"Cabbage, leaf head, red raw",0.84,110,26,91.1,1.3,0.2,3.1,3.4,0.9,45,0.7,29,14,241,16,0.3,0.001,1,2,0,10,90,130,500,57,57,0,69000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4007,"Cabbage, leaf head, white, raw",0.78,76,18,93.8,1.1,0.1,2.2,2.2,0.7,47,0.5,9,40,313,37,0.2,0.001,0,0,0,0,40,40,400,15,15,0,50000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4008,"Capsicum (sweet peper), green, raw",0.4,95,23,93.3,1.5,0.1,2.9,2,0.2,8,0.5,10,17,151,2,0.18,0,27,55,0,328,30,30,500,8,8,0,115000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4009,"Capsicum (sweet peper), red, raw",0.4,110,26,92.4,1.7,0.2,3.5,1.8,0.4,4,0.3,6,24,174,2,0.2,0.001,21,41,0,246,40,50,1000,52,52,0,156000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4010,"Capsicum (sweet peper), yellow, raw",0.46,86,21,93.4,1.4,0.2,2.3,2.2,0.6,19,1,17,43,242,2,0,0,14,28,0,166,140,20,590,30,30,0,127000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4011,"Carrot, peeled, raw",0.83,124,30,90.6,0.7,0.2,4.5,3.2,0.6,33,0.6,17,25,251,35,0.14,0,589,1180,0,7070,40,30,220,18,18,0,5500,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4012,"Cauliflower, tops and stems, raw",0.7,79,19,93.2,2,0.2,0.9,2.8,0.9,17,0.8,11,49,292,30,0,0.001,0,0,0,2,60,90,500,44,44,0,70000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4013,"Celery, stalk, raw",0.65,114,27,90.9,0.6,0.1,5.3,1.4,1.8,70,1,19,50,267,28,0.21,0.002,39,78,0,465,30,30,400,13,13,0,12000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4014,"Courgette, green, unpeeled, raw",0.93,78,19,94.8,0.9,0.3,2.5,1.1,0.4,18,0.5,16,34,188,1,0.33,0.001,23,46,0,278,30,60,600,17,17,0,24000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4015,"Cowpea, leaves, picked, raw",0.59,123,30,88.7,3.4,0.4,0.7,4.9,1.9,188,2.7,47,17,485,31,1,0.001,36,72,0,0,490,370,1600,95,95,0,50000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4016,"Cucumber, green, unpeeled, raw",0.97,47,11,96.2,0.6,0.1,1.3,1.4,0.5,20,0.7,14,20,136,22,0.18,0.001,0,1,0,5,30,20,200,7,7,0,7000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4017,"Eggplant / Brinjal, different varieties, whole edible, raw",0.91,111,27,90.8,1.2,0.3,2.8,4,0.9,18,0.4,21,35,200,3,0.21,0.001,12,24,0,146,50,50,1000,29,29,0,2000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4018,"Jute mallow, picked leaves, raw",0.48,187,45,82.3,4.6,0.2,2.1,8.3,2.5,207,6.3,30,88,283,18,0.58,0.001,217,434,0,2603,90,340,530,117,117,0,44500,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4019,"Kale, Ethiopian (kanzera), leaves, raw",0.61,113,27,90.4,3.3,0.6,0.2,4,1.6,117,5.7,54,51,639,7,0.7,0,118,236,0,1418,60,230,900,73,73,0,134000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4020,Kale (sukuma wiki) raw,0.88,121,29,89.2,3,0.3,1.2,4.7,1.6,402,2.8,41,67,238,71,0.5,0,177,355,0,2127,110,130,1000,62,62,0,134000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4021,"Leeks, bulb and stem, raw",0.65,229,54,84.5,1.7,0.4,9.5,3.1,0.8,78,1.8,14,54,202,17,0.3,0.001,20,40,0,242,140,0,0,64,64,0,21000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4022,"Lettuce, not further defined, raw",1,73,17,94.4,1.2,0.2,1.9,1.6,0.7,47,1.6,24,55,201,20,0.26,0.001,107,214,0,1285,80,50,260,66,66,0,10000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4023,"Mushroom, fresh, raw",1,148,35,89.7,2.3,0.4,4.5,2.3,0.9,16,0.3,15,105,318,8,0.17,0.016,0,0,0,0,100,400,700,23,23,0,0,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4024,"Mushroom, dried, raw      ",1,1180,283,11.9,12.3,2.9,32.4,39.1,1.4,24,5.5,136,702,326,5,8.7,0,0,0,0,0,240,170,3770,163,163,0,0,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4025,"Mushroom, raw, canned in brine (drained)",1,73,18,93,1.5,0.4,0.2,3.7,1.2,4,1,4,54,24,300,0,0.016,4,7,0,42,230,50,1300,22,22,0,3000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4026,"Okra, fresh, raw       ",0.74,136,32,90,2,0.2,3.5,3.7,0.7,81,0.8,57,63,303,8,0.6,0.001,9,19,0,112,100,60,1000,88,88,0,21000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4027,"Pumpkin, flesh, yellow w/o seeds, raw",0.8,134,32,90.3,1.2,0.2,5.2,2.4,0.7,17,0.2,12,31,178,14,0.21,0.001,126,252,0,1512,70,60,780,50,50,0,8000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4028,"Pumpkin, leaves, raw",0.82,156,37,87.3,4.2,0.7,2.2,2.3,3.2,383,5.6,142,119,423,12,0.9,0.001,141,283,0,1695,70,120,1490,36,36,0,12300,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4029,"Spider plant, leaves, raw",0.28,180,43,85,4.8,0.8,2.1,4.3,3,189,2.6,48,49,478,19,0.76,0.002,217,434,0,2603,100,120,1300,346,346,0,64000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4030,"Spinach, leaves, raw",0.74,112,27,89.8,2.8,0.4,1.1,4.1,1.8,131,1.7,72,28,570,59,1,0.001,189,377,0,2260,30,180,400,110,110,0,37000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4031,"Spinach, Swiss chard, leaves, raw",0.5,102,25,90.3,3.1,0.2,0.7,3.6,2,117,4.4,78,50,348,892,0.73,0.001,190,380,0,2280,30,100,600,121,121,0,24000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4032,"Squash, butternut, peeled, flesh, raw",0.85,182,43,87.3,1.5,0.1,7.8,2.5,0.8,18,1,16,19,332,7.7,0.2,0.001,160,320,0,1920,70,60,1020,31,31,0,8000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4033,"Stinging nettle, leaves, raw",0.75,248,59,80,5.4,0.7,6.7,2.1,4.9,668,7.2,133,122,524,36,1,0.002,2,3,0,0,40,0,1000,457,457,0,5000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4034,Sweet Potato (Leaves),1,150,36,87.6,4.3,0.5,0.8,5.3,1.4,118,1,61,30,620,6,0.29,0.001,189,378,0,2270,100,350,1100,1,1,0,11000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4035,"Tomato, green, raw",0.98,95,23,93.2,1.1,0.2,3.3,1.6,0.6,8,0.4,14,23,225,13,0.2,0.008,3,5,0,32,80,100,500,9,9,0,16000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4036,"Tomato, red, ripe, raw",0.98,92,22,93.6,1,0.2,3.3,1.4,0.5,8,0.9,9.5,25,126,21,0.37,0,26,53,0,316,40,40,500,25,25,0,25000,0,,,,,,,,,
4,VEGETABLE AND VEGETABLE PRODUCTS,4037,"Tomato, canned, whole contents",1,84,20,94,1,0.1,3.1,1.3,0.5,22,0.6,11,20,204,68,0.16,0.001,28,56,0,334,0,0,600,26,26,0,6000,0,,,,,,,,,
